SKU,Description,Surplus Quantity,Value / Part ($),Value,Site Location of Surplus Part,Turns
10011128,"SEALANT, JOINT, TYPE: UHF, WIDTH: 1/4INCH, LENGTH: 50FEET, CONTAINER: SPOOL, MANUFACTURER: INERTEX, MANUFACTURER P/N: 08110300",4.00,5.00,20.00,J3 Office,0
10011146,"FITTING, NO MODIFIER, TYPE: MI REPAIR, SIZE: 5/16 X 0.203INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: HEAT TRACE",6.00,5.00,30.00,J3 Office,0
10011243,"ADAPTER, TUBE TO PIPE, TYPE: 90DEG ELBOW, TUBE SIZE: 1/2INCH, TUBE CONNECTION: SWAGELOK FITTING, PIPE SIZE: 1/2INCH, PIPE CONNECTION: MNPT, MATERIAL: CARBON STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: S-810-2-8",2.00,5.00,10.00,J3 Office,0
10011274,"FASTENER, BOLT, TYPE: STUD, SIZE: 1INCH, LENGTH: 6 1/2INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 25/CARTON",50.00,5.00,250.00,J3 Office,0
10011371,"REDUCER, PIPE, TYPE: HEX CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 1 1/2"", WALL THICKNESS (A): 0.2"", SMALL END NOMINAL PIPE SIZE: 1 1/4"", WALL THICKNESS (B): 0.179"", END PREPARATION(S): THREADED BOTH ENDS, MATERIAL: WROUGHT CARBON STEEL, SCHEDULE PRESSURE CLASS: S80, MATERIAL GRADE: A234WPB",1.00,5.00,5.00,J3 Office,0
10011425,"CONNECTOR, ELECTRICAL, TYPE: HEAT TRACE, SIZE: 1/2 X 0.22INCH, AMPERAGE: NA, MATERIAL: STAINLESS STEEL, APPLICATION: HOT TO COLD, MANUFACTURER P/N: 01L02C3B4",9.00,5.00,45.00,J3 Office,0
10011524,"REGULATOR, PRESSURE, APPLICATION: GAS, RANGE: 0-125PSI, INLET SIZE: 1/4INCH, OUTLET SIZE: 1/4INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM, MANUFACTURER P/N: 67CF-1663-352560",1.00,5.00,5.00,J3 Office,0
10011598,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 12INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: G10 VITON",6.00,5.00,30.00,J3 Office,0
10011623,"CONNECTOR, NO MODIFIER, TYPE: MOTOR STUB SPLICE BOOT, SIZE: 12-2GAUGE, STYLE: MOTOR STUB SPLICE INSULATOR, MATERIAL: MOD NEOP ELLAST BODY/NYL STRAP, COLOR: BLACK, APPLICATION: INSULATING MOTOR STUB SPLICES, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: MSC2",6.00,5.00,30.00,J3 Office,0
10011785,"BELT, V, TYPE: COGGED WEDGE, SIZE: 112INCH, MATERIAL: RUBBER, WIDTH: 5/8INCH, THICKNESS: 17/32INCH, MANUFACTURER: DAYTON, MANUFACTURER P/N: 5VX1120",2.00,5.00,10.00,J3 Office,0
10011801,"VALVE, GATE, NOMINAL SIZE(S): 1"", END CONNECTION: NATIONAL PIPE TAPER THREAD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R254/WS/TH-A105-TR8",2.00,5.00,10.00,J3 Office,0
10011824,"NIPPLE, CONDUIT, SIZE: 3/4INCH, LENGTH: 3INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",20.00,5.00,100.00,J3 Office,0
10011826,"POSITIONER, FISHER DVC6010 SINGLE ACTING, DIRECT, DIGITAL 4-20MA",2.00,5.00,10.00,J3 Office,0
10011973,"FITTING, NO MODIFIER, TYPE: MI REPAIR, SIZE: 5/16 X 0.214INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: HEAT TRACE",6.00,5.00,30.00,J3 Office,0
10012093,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 6INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: G10 VITON",7.00,5.00,35.00,J3 Office,0
10012103,"CAP, NO MODIFIER, TYPE: REBAR PROTECTOR, SIZE: 3/8INCH TO 3/4INCH, MATERIAL: PLASTIC, MANUFACTURER: KIMBERLY-CLARK INC, MANUFACTURER P/N: A5",6.00,5.00,30.00,J3 Office,0
10012162,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 8INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 600PSI, MATERIAL: 316SS GRAPH 316SS IR",9.00,5.00,45.00,J3 Office,0
10012231,"REDUCER, TUBE, LARGE END OUTSIDE DIAMETER: 1/2INCH, SMALL END OUTSIDE DIAMETER: 3/8INCH, END CONNECTION(S): TUBE, MATERIAL: STAINLESS STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-810-R-6",4.00,5.00,20.00,J3 Office,0
10012346,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1/2INCH, DEGREE/RADIUS: 45 DEGREE LONG RADIUS, END PREPARATION: FEMALE NPT, PRESSURE RATING: 2000#, MATERIAL: A105N CARBON STEEL, DIMENSIONAL STANDARD: DN15",4.00,5.00,20.00,J3 Office,0
10012365,"SUPPLIES, LABORATORY, TYPE: O2 CELL REPLACEMENT KIT, APPLICATION: OCX8800, MANUFACTURER: ROSEMOUNT, MANUFACTURER P/N: 4851B45G01",2.00,5.00,10.00,J3 Office,0
10012379,"GASKET, RING OVAL, THICKNESS: 5/8INCH, MATERIAL: SOFT IRON, API NUMBER: R66",2.00,5.00,10.00,J3 Office,0
10012382,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 2INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 600PSI, MATERIAL: G10 VITON",6.00,5.00,30.00,J3 Office,0
10012420,"PLUG, CONDUIT, SIZE: 3/4INCH, MATERIAL: POLYETHYLENE, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: CI3506",10.00,5.00,50.00,J3 Office,0
10012439,"TEE, TUBE, TYPE: UNION, TUBE SIZE: 1/4INCH, MATERIAL: STAINLESS STEEL, SIZE: 1/4INCH, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-400-3",6.00,5.00,30.00,J3 Office,0
10012497,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BONNET TYPE: BOLTED, BODY MATERIAL: LOW TEMPERATURE CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/BB/TS-LF2-TR12-N B.B",1.00,5.00,5.00,J3 Office,0
10012513,"CONDUIT, RIGID, SIZE: 3/4INCH, LENGTH: 10FEET, MATERIAL: ALUMINUM, PRIOR MM NUMBER(S): J1-13498",80.00,5.00,400.00,J3 Office,0
10012556,"TUBING, NO MODIFIER, TYPE: HEAT SHRINK, SIZE: 3/8INCH, LENGTH: 48INCH, MATERIAL: POLYOLEFIN, WALL THICKNESS: HEAVY, TEMPERATURE RATING: -55-100DEGREES C, MANUFACTURER: 3M, MANUFACTURER P/N: ITCSN-1100-48",2.00,5.00,10.00,J3 Office,0
10012723,"SEALANT, JOINT, TYPE: UHF, WIDTH: 5/8INCH, LENGTH: 30FEET, COLOR: WHITE, MANUFACTURER: DURLON, MANUFACTURER P/N: 140626002",3.00,5.00,15.00,J3 Office,0
10012724,"ELEMENT, TEMPERATURE, TYPE: RTD, RANGE: 482DEGREES CELSIUS MAX, MANUFACTURER: THERMON, MANUFACTURER P/N: RTD-100, PRIOR MM NUMBER(S): J1-10021",12.00,5.00,60.00,J3 Office,0
10012817,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 4INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 900PSI, MATERIAL: 316SS GRAPH 316SS IR",4.00,5.00,20.00,J3 Office,0
10012834,"FITTING, NO MODIFIER, TYPE: MI REPAIR, SIZE: 5/16 X 0.17INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: HEAT TRACE",6.00,5.00,30.00,J3 Office,0
10012869,"SEAL, MECHANICAL, TYPE: 1648, SHAFT DIAMETER: 2 1/2INCH, MANUFACTURER: JOHN CRANE, MANUFACTURER P/N: K17882A",1.00,5.00,5.00,J3 Office,0
10012901,"VENT, NO MODIFIER, TYPE: AIR ELIMINATOR, SIZE: 3/4INCH, MATERIAL: GLYCOL",2.00,5.00,10.00,J3 Office,0
10012914,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: NATIONAL PIPE TAPER THREAD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/WS/TH-A105-TR8",2.00,5.00,10.00,J3 Office,0
10013030,"GASKET, LINEBACKER 30"" 150# TYPE F - VITON G10",4.00,5.00,20.00,J3 Office,0
10013091,"CONNECTOR, CABLE/CONDUIT, TYPE: STRAIN RELIEF, SIZE: 3/8 X 1/2INCH, CONNECTION: MALE NPT, MATERIAL: DIE CAST ZINC, HUB SIZE: 1/2INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 2522",10.00,5.00,50.00,J3 Office,0
10013142,"BELT, TIMING, TYPE: COGGED, SIZE: 3850MM, MATERIAL: NEOPRENE/FIBERGLASS CORD, PITCH: 14MM, PITCH LENGTH: 3850MM, TEETH: 75, WIDTH: 115MM, MANUFACTURER: CARLISLE POWER TRANSMISSION, MANUFACTURER P/N: 3850-14M-115",1.00,5.00,5.00,J3 Office,0
10013245,"FUSE, ELECTRICAL, TYPE: TIME DELAY, AMPERAGE: 0.50A, LENGTH: 1 1/4"", DIAMETER: 1/4"", VOLTAGE: 250VAC, CONNECTION: SNAP, MANUFACTURER A, LENGTH: 1 1/4"", DIAMETER: 1/4"", VOLTAGE: 250VAC, CONNECTION: SNAP, MANUFACTURER P/N: GDL1/2",20.00,5.00,100.00,J3 Office,0
10013263,"FITTING, NO MODIFIER, TYPE: MI REPAIR, SIZE: 3/8 X 0.203INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: HEAT TRACE",20.00,5.00,100.00,J3 Office,0
10013340,"VALVE, GATE, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R254/WS/TS-A105-TR8",1.00,5.00,5.00,J3 Office,0
10013480,"TUBING, NO MODIFIER, TYPE: HEAT SHRINK, SIZE: 1/16INCH, LENGTH: 48INCH, MATERIAL: POLYOLEFIN, WALL THICKNESS: THIN, TEMPERATURE RATING: -55-135DEGREES C, PACKAGING UNIT: 4'PCS 25/BX CLEAR, MANUFACTURER: 3M",25.00,5.00,125.00,J3 Office,0
10013517,"GASKET, HEAT EXCHANGER, TYPE: SPIRAL WOUND, INSIDE DIAMETER: 37-1/4INCH, OUTSIDE DIAMETER: 38-1/4INCH, THICKNESS: 3/16INCH, MATERIAL: 316 SS/FLEX GRAPHITE, APPLICATION: CAMFLEX, MANUFACTURER: MASONEILAN, PRIOR MM NUMBER(S): J1-13370",2.00,5.00,10.00,J3 Office,0
10013576,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 4INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 300PSI, MATERIAL: G10 VITON",6.00,5.00,30.00,J3 Office,0
10013633,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 2INCH, SMALL END NOMINAL SIZE: 1 1/4INCH, END STYLE: THREADED, MATERIAL: ALUMINUM, LENGTH: 4 5/16INCH, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: RB200-125A",2.00,5.00,10.00,J3 Office,0
10013634,"CENTER, MOTOR CONTROL, TYPE: MANAGEMENT, POWER RATING: 50 TO 300VDC/40 TO 265VAC, CONSIST OF 1: 12RTD INPUTS, CONSIST OF 2: ENHANCED DIAGNOSTICS, MANUFACTURER: GENERAL ELECTRIC, MANUFACTURER P/N: 369-HI-R-0-0-0-0-E, PRIOR MM NUMBER(S): J1-10338",1.00,5.00,5.00,J3 Office,0
10013666,"ADAPTER, TUBE TO PIPE, TYPE: 90DEG ELBOW, TUBE SIZE: 1/4INCH, TUBE CONNECTION: SWAGELOK FITTING, PIPE SIZE: 1/2INCH, PIPE CONNECTION: MNPT, MATERIAL: STAINLESS STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-400-2-8",4.00,5.00,20.00,J3 Office,0
10013887,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 12INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 900PSI, MATERIAL: 316SS GRAPH 316SS IR",10.00,5.00,50.00,J3 Office,0
10013890,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 18INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: 316SS GRAPH 316SS IR",10.00,5.00,50.00,J3 Office,0
10014026,"CAP, PIPE, NOMINAL SIZE: 3/8INCH, END PREPARATION: FEMALE NATIONAL PIPE TAPER THD, PRESSURE RATING: 3000PSI, MATERIAL GRADE: SA105N, MATERIAL: CARBON STEEL, DIMENSIONAL STANDARD: DN10",4.00,5.00,20.00,J3 Office,0
10014041,"NIPPLE, CONDUIT, SIZE: 1/2INCH, LENGTH: 6INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",5.00,5.00,25.00,J3 Office,0
10014151,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 3INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 600PSI, MATERIAL: G10 VITON",4.00,5.00,20.00,J3 Office,0
10014156,"BEARING, NO MODIFIER, TYPE: IMPELLER SHAFT, MANUFACTURER P/N: 0016-GP407-0-0",1.00,5.00,5.00,J3 Office,0
10014232,"CAP, PIPE, NOMINAL SIZE: 1-1/2INCH, END PREPARATION: FEMALE NATIONAL PIPE TAPER THD, PRESSURE RATING: 3000PSI, MATERIAL GRADE: SA105N, MATERIAL: CARBON STEEL, DIMENSIONAL STANDARD: DN40",2.00,5.00,10.00,J3 Office,0
10014337,"FUSE, TIME DELAY, CLASS CC, 5 AMP, 600 V",10.00,5.00,50.00,J3 Office,0
10014346,"TUBING, NO MODIFIER, TYPE: HEAT SHRINK, SIZE: 1INCH, LENGTH: 48INCH, MATERIAL: POLYOLEFIN, WALL THICKNESS: THIN, TEMPERATURE RATING: -55-135DEGREES C, PACKAGING UNIT: 4'PCS 5/BX BLACK, MANUFACTURER: 3M",4.00,5.00,20.00,J3 Office,0
10014361,"TEE, TUBE, TYPE: MALE BRANCH, TUBE SIZE: 1/2INCH, MATERIAL: STAINLESS STEEL, SIZE: 1/2INCH, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-810-3-8TTM",5.00,5.00,25.00,J3 Office,0
10014382,"HUB, CONDUIT, TYPE: CAPOFF, CONDUIT SIZE: 1INCH, END PREPARATION: NPT, MATERIAL: ALUMINUM, APPLICATION: RIGID/IMC, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H100CAP",7.00,5.00,35.00,J3 Office,0
10014446,"BELT, V, TYPE: COGGED WEDGE, SIZE: 132INCH, MATERIAL: RUBBER, WIDTH: 5/8INCH, THICKNESS: 17/32INCH, MANUFACTURER: DAYTON, MANUFACTURER P/N: 5VX1320",3.00,5.00,15.00,J3 Office,0
10014456,"GASKET, NO MODIFIER, TYPE: SPIRAL WOUND, INSIDE DIAMETER: 16 9/16INCH, OUTSIDE DIAMETER: 17 5/16INCH, THICKNESS: 1/8INCH, MATERIAL: SS/FLEX GRAPHITE 304, PRESSURE RATING: 750PSI",1.00,5.00,5.00,J3 Office,0
10014703,"PLUG, ELECTRICAL, TYPE: TWIST LOCK, VOLTAGE: 250VAC, AMPERAGE: 15AMPS, POLE: 2, CORD SIZE: .230""-.720"", COLOR: BLACK AND WHITE, NEMA/IEC CONFIGURATION: L6-15P, MANUFACTURER: HUBBELL INC, MANUFACTURER P/N: HBL4570C",6.00,5.00,30.00,J3 Office,0
10014796,"FITTING, NO MODIFIER, TYPE: MI REPAIR, SIZE: 3/8 X 0.275INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: HEAT TRACE",9.00,5.00,45.00,J3 Office,0
10014818,"FILTER, NO MODIFIER, TYPE: BLOWBACK, MANUFACTURER: ROSEMOUNT, MANUFACTURER P/N: 5R10246H02",1.00,5.00,5.00,J3 Office,0
10014831,"GASKET, NO MODIFIER, INSIDE DIAMETER: 5 3/8INCH, OUTSIDE DIAMETER: 6 15/16INCH, THICKNESS: 1/16INCH, MATERIAL: TEFLON, APPLICATION: SIGHT GLASS",8.00,5.00,40.00,J3 Office,0
10014835,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1 1/2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: NA",4.00,5.00,20.00,J3 Office,0
10014839,"NIPPLE, CONDUIT, SIZE: 1INCH, LENGTH: 2 1/2INCH, CONNECTION: UNC, MATERIAL: ALUMINUM",5.00,5.00,25.00,J3 Office,0
10014955,"RELAY, ELECTRONIC, TYPE: NON-REVERSING, INPUT CONTROL: 120VAC, CONTACT RATING: 25A, CONTACT CONFIG: 3 POLE, MOUNT: DIN RAIL, MANUFACTURER: SIEMENS, MANUFACTURER P/N: 3RT1026-1AK60",1.00,5.00,5.00,J3 Office,0
10015030,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 1 1/4INCH, SMALL END NOMINAL SIZE: 3/4INCH, END STYLE: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: RE42SA",2.00,5.00,10.00,J3 Office,0
10015077,"LUG, GROUNDING, ALUMINUM, #10 STRANDED, 6 WIRES",7.00,5.00,35.00,J3 Office,0
10015207,"REDUCER, PIPE, TYPE: HEX CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 1 1/2"", WALL THICKNESS (A): 0.2"", SMALL END NOMINAL PIPE SIZE: 1"", WALL THICKNESS (B): 0.179"", END PREPARATION(S): THREADED BOTH ENDS, MATERIAL: WROUGHT CARBON STEEL, SCHEDULE PRESSURE CLASS: S80, MATERIAL GRADE: A234WPB",1.00,5.00,5.00,J3 Office,0
10015240,"GASKET, RING OVAL, THICKNESS: 7/16INCH, MATERIAL: 316SS, API NUMBER: R23",3.00,5.00,15.00,J3 Office,0
10015245,"SIGHTGLASS, NO MODIFIER, TYPE: BARREL GAUGE, MATERIAL: 304 STAINLESS STEEL, MANUFACTURER: KENCO, MANUFACTURER P/N: 779S",2.00,5.00,10.00,J3 Office,0
10015248,"FILTER, NO MODIFIER, TYPE: EMI, STANDARDS: OCX 8800, MANUFACTURER: ROSEMOUNT, MANUFACTURER P/N: 1A98467H01",1.00,5.00,5.00,J3 Office,0
10015308,"SUPPORT, TUBE, TYPE: STRIP, SIZE: 1/2INCH, MATERIAL: POLYETHYLENE, MANUFACTURER: SWAGELOK",24.00,5.00,120.00,J3 Office,0
10015377,"TUBING, NO MODIFIER, TYPE: HEAT SHRINK, SIZE: 3/32INCH, LENGTH: 48INCH, MATERIAL: POLYOLEFIN, WALL THICKNESS: THIN, TEMPERATURE RATING: -55-135DEGREES C, PACKAGING UNIT: 4'PCS 25/BX CLEAR, MANUFACTURER: 3M",37.00,5.00,185.00,J3 Office,0
10015434,"SUPPLIES, LABORATORY, TYPE: TUBE, SIZE: 100ML, APPLICATION: LONG CONE CENTRIFUGE, MANUFACTURER: PETROLEUM SYSTEMS SERVICES, MANUFACTURER P/N: S10C2FV15",18.00,5.00,90.00,J3 Office,0
10015486,"ADAPTER, TUBE, OUTSIDE DIAMETER: 1/4 X 3/8INCH, END CONNECTION(S): TUBE X MNPT, MATERIAL: 316SS, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-400-1-6",6.00,5.00,30.00,J3 Office,0
10015517,"COVER, CONDUIT OUTLET BODY, TYPE: TOGGLE SWITCH/WEATHER PROOF, SIZE: 4-3/4 X 3 X 1-1/4INCH, MATERIAL: RED PVC, MANUFACTURER: SCEPTER, MANUFACTURER P/N: VSC15/10",9.00,5.00,45.00,J3 Office,0
10015559,"VALVE, GATE, NOMINAL SIZE(S): 1/2"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R252/WS/TS-A105-TR8",2.00,5.00,10.00,J3 Office,0
10015564,"TEE, TUBE, TYPE: MALE RUN, TUBE SIZE: 3/8INCH, MATERIAL: STAINLESS STEEL, SIZE: 3/8INCH X 1/4INCH X 3/8INCH, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-600-3TMT",10.00,5.00,50.00,J3 Office,0
10015635,"POSITIONER, VALVE, TYPE: ROTARY VALVE, OUTPUT: 0-18/0-33PSI, INPUT: 4-20MADC, CONNECTION: 1/4INCH NPT, MATERIAL: ALUMINUM, MOUNT: DIRECT, ACTUATION: PNEUMATIC, MANUFACTURER: FISHER, MANUFACTURER P/N: DVC6020HC",1.00,5.00,5.00,J3 Office,0
10015654,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1-1/2INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: FEMALE NPT, PRESSURE RATING: 3000#, MATERIAL: A105N CARBON STEEL, DIMENSIONAL STANDARD: DN40",2.00,5.00,10.00,J3 Office,0
10015675,"VALVE, BALL, NOMINAL SIZE(S): 1/2"", END CONNECTION: THREADED, PRESSURE RATING: 1500CL, TRIM MATERIAL: NACE, PORT TYPE: REDUCED, METHOD OF OPERATION/OPERATOR: LEVER, BODY MATERIAL: CARBON STEEL, SEAT MATERIAL: REINFORCED PTFE, SEAL MATERIAL: GRAPHITE, MODEL: MASTER STAR, FIRE TEST SPECIFICATION: API 607, DESIGN SPECIFICATION: NACE, MANUFACTURER: PBV, MANUFACTURER P/N: C-5333-38-2236-ML-NL",1.00,5.00,5.00,J3 Office,0
10015688,"NIPPLE, CONDUIT, SIZE: 1INCH, LENGTH: 4INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",5.00,5.00,25.00,J3 Office,0
10015698,"KIT, REPAIR, TYPE: WET END, APPLICATION: DSCHG CHECK VLV FR-161-96, MANUFACTURER: MILTON ROY, MANUFACTURER P/N: RPM-0014-021",1.00,5.00,5.00,J3 Office,0
10015729,"CYLINDER, NO MODIFIER, TYPE: CALIBRATION, SIZE: 25 5/8INCH, CAPACITY: 1000MILLILITERS, APPLICATION: DRAWDOWN, MANUFACTURER: KENCO, MANUFACTURER P/N: DDC1000-S-LPH, PRIOR MM NUMBER(S): J1-11109",1.00,5.00,5.00,J3 Office,0
10015733,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 10INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 1500PSI, MATERIAL: 316SS GRAPH 316SS IR",10.00,5.00,50.00,J3 Office,0
10015760,"NUT, LOCK, SIZE: 1"", THREAD STYLE: NATIONAL PIPE STRAIGHT, MATERIAL: CARBON STEEL, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 143-TB",15.00,5.00,75.00,J3 Office,0
10015770,"BALLAST, NO MODIFIER, TYPE: 4 TUBE, VOLTAGE: 120VOLT, WATTAGE: 32WATTS, AMPERAGE: 0.85AMPS, CERTIFICATION: CSA/UL, FREQUENCY RATING: 60HERTZ, MANUFACTURER: OSRAM SYLVANIA, MANUFACTURER P/N: QTP4X32T8/UNV-ISN-SC",5.00,5.00,25.00,J3 Office,0
10015818,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 3INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 8INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.3""",2.00,5.00,10.00,J3 Office,0
10015890,"ANALYZER, NO MODIFIER, TYPE: THERMOCOUPLE, APPLICATION: OCX 8800, MANUFACTURER: ROSEMOUNT, PRIOR MM NUMBER(S): J1-14548",2.00,5.00,10.00,J3 Office,0
10015892,"VALVE, SAFETY, TYPE: SCALD PROTECTION, NOMINAL SIZE: 1/2"", SET PRESSURE: 33.33 - 37.77 DEG C, TRIM MATERIAL: STANDARD, MANUFACTURER: ENCON",1.00,5.00,5.00,J3 Office,0
10016090,"PLUG, ELECTRICAL, TYPE: STRAIGHT, VOLTAGE: 125VAC, AMPERAGE: 15AMPS, POLE: 2, CORD SIZE: 12 AWG, NEMA/IEC CONFIGURATION: 5-15P, MANUFACTURER: HUBBELL INC, MANUFACTURER P/N: UGP-15231",6.00,5.00,30.00,J3 Office,0
10016179,"CONNECTOR, ELECTRICAL, TYPE: MARETTE, SIZE: 18-10GAUGE, AMPERAGE: 16 TO 55AMPS, MATERIAL: POLYPROPYLENE, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: MAR 333P",3.00,5.00,15.00,J3 Office,0
10016372,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 4INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 8INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: NA",2.00,5.00,10.00,J3 Office,0
10016390,"GASKET, RING OVAL, THICKNESS: 3/4INCH, MATERIAL: SOFT IRON, API NUMBER: R74",4.00,5.00,20.00,J3 Office,0
10016391,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 4INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 600PSI, MATERIAL: G10 VITON",3.00,5.00,15.00,J3 Office,0
10016403,"KIT, REPAIR, TYPE: WET END, SIZE: 1INCH, MANUFACTURER: WILDEN",3.00,5.00,15.00,J3 Office,0
10016437,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1/2INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: FEMALE NPT, PRESSURE RATING: 2000#, MATERIAL: A105N CARBON STEEL, DIMENSIONAL STANDARD: DN15",6.00,5.00,30.00,J3 Office,0
10016478,"PLUG, PIPE, TYPE: HEX HEAD, NOMINAL PIPE SIZE: 3/8INCH, END PREPARATION: MNPT, MATERIAL GRADE: SA105N, MATERIAL: CARBON STEEL, DIMENSIONAL STANDARD: DN10, PRESSURE RATING: 6000PSI",5.00,5.00,25.00,J3 Office,0
10016528,"SEAL, MECHANICAL, TYPE: 5610-Q, SHAFT DIAMETER: 1 3/8INCH, MANUFACTURER: JOHN CRANE, MANUFACTURER P/N: K11322RB",2.00,5.00,10.00,J3 Office,0
10016528,"SEAL, MECHANICAL, TYPE: 5610-Q, SHAFT DIAMETER: 1 3/8INCH, MANUFACTURER: JOHN CRANE, MANUFACTURER P/N: K11322RB",1.00,5.00,5.00,J3 Office,0
