IncidentDate,IncidentNumber,CauseCategory,CauseType,FailureType,IncidentType,Location,InjuryCount,FatalityCount,IncidentLSD,IncidentSection,IncidentTownship,IncidentRange,IncidentMeridian,LicenceNumber,LicenceType,IncidentNotificationDate,IncidentCompleteDate,Source,StrikeArea,FieldCentre,LicenseeID,LicenseeName,Jurisdiction,ReleaseOffsite,SensitiveArea,PublicAffected,EnvironmentAffected,WildlifeLivestockAffected,AreaAffected,PublicEvacuatedCount,ReleaseCleanupDate,PipelineLicenceSegmentID,PipelineLicenceLineNo,PipeDamageType,PipeTestFailure,PipelineOutsideDiameter(mm),PipeGrade,PipeWallThickness(mm),SubstanceReleased,VolumeReleased,VolumeRecovered,VolumeUnits,SubstanceReleased2,VolumeReleased2,VolumeRecovered2,VolumeUnits2,SubstanceReleased3,VolumeReleased3,VolumeRecovered3,VolumeUnits3,SubstanceReleased4,VolumeReleased4,VolumeRecovered4,VolumeUnits4,Location1
October 15 1997,19973161,Conversion,Conversion,Valve Failure,Release,11-02-053-01W4,0,0,11,2,53,1,4,81208,Well Licence,October 15 1997,10/17/1997 12:00:00 AM,Gas Well,MARW,Bonnyville,0R46,Husky Oil Operations Limited,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/17/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,2,2,m3,,,,,,,,,,,,,"(53.54945, -110.045417)"
October 14 1997,19973140,Conversion,Conversion,Stuffing Box,Release,12-25-075-09W6,0,0,12,25,75,9,6,193454,Well Licence,October 14 1997,10/15/1997 12:00:00 AM,Oil Well,VALHALLA,Grande Prairie,0PR8,NCE Resources Group Inc.,Crown Grande Prairie,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/15/1997 12:00:00 AM,,,,,,,,Crude Oil,1,1,m3,,,,,,,,,,,,,"(55.52845, -119.26415)"
October 10 1997,19973164,Conversion,Conversion,Tank Overflow,Release,12-06-057-01W4,0,0,12,6,57,1,4,118814,Well Licence,October 10 1997,10/10/1997 12:00:00 AM,Oil Sands Plant,JOHNLK,Bonnyville,0KY3,Texaco Canada Petroleum Inc.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/10/1997 12:00:00 AM,,,,,,,,Crude Oil,3,3,m3,,,,,,,,,,,,,"(53.898217, -110.15105)"
October 09 1997,19973102,Conversion,Conversion,Tank Overflow,Release,06-02-084-07W6,0,0,6,2,84,7,6,48980,Well Licence,October 09 1997,10/09/1997 12:00:00 AM,Crude Oil Group Battery,ROYCE,Grande Prairie,0CM3,Newmont Canada FN Holdings Limited,Crown Public Lands,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/09/1997 12:00:00 AM,,,,,,,,Crude Oil,9,9,m3,,,,,,,,,,,,,"(56.252617, -118.992767)"
October 07 1997,19973090,Conversion,Conversion,Operator Error,Release,07-32-055-04W4,0,0,7,32,55,4,4,71471,Well Licence,October 07 1997,10/07/1997 12:00:00 AM,Oil Sands Plant,LIND,Bonnyville,196,Wainoco Oil Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/07/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,8,6,m3,,,,,,,,,,,,,"(53.792983, -110.559117)"
October 06 1997,19973097,Conversion,Conversion,Equipment Failure,Release,14-28-065-10W5,0,0,14,28,65,10,5,74916,Well Licence,October 06 1997,04/28/1998 12:00:00 AM,Service Well,SWANHS,St. Albert,0FW6,ConocoPhillips Canada Resources Corp.,Crown Whitecourt,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,04/28/1998 12:00:00 AM,,,,,,,,Salt/Produced Water,10,9,m3,,,,,,,,,,,,,"(54.659583, -115.453633)"
October 05 1997,19973171,Conversion,Conversion,Tank Overflow,Release,04-08-070-10W5,0,0,4,8,70,10,5,26277,Well Licence,October 05 1997,10/20/1997 12:00:00 AM,Service Well,SWANH,St. Albert,0JL8,Apache Canada Ltd.,Crown Whitecourt,Yes,No,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,10/20/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,8,8,m3,,,,,,,,,,,,,"(55.0414, -115.498217)"
October 03 1997,19973432,Conversion,Conversion,Valve Failure,Release,16-28-015-09W4,0,0,16,28,15,9,4,181781,Well Licence,October 03 1997,10/06/1997 12:00:00 AM,Oil Well,ALDSON,Medicine Hat,0R61,Alberta Energy Company Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/06/1997 12:00:00 AM,,,,,,,,Crude Oil,4,4,m3,,,,,,,,,,,,,"(50.293433, -111.176017)"
October 03 1997,19973111,Conversion,Conversion,Unknown,Release,16-15-082-22W4,0,0,16,15,82,22,4,254270,Well Licence,October 03 1997,06/17/1998 12:00:00 AM,Oil Well,BRINT,Bonnyville,0TT5,Encana Oil & Gas Co. Ltd.,Crown Slave Lake,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,06/17/1998 12:00:00 AM,,,,,,,,Crude Oil,2,0,m3,,,,,,,,,,,,,"(56.1134, -113.34995)"
September 29 1997,19973125,Conversion,Conversion,Metal Fatigue,Release,07-27-033-05W5,0,0,7,27,33,5,5,13547,Well Licence,September 29 1997,09/30/1997 12:00:00 AM,Oil Well,CAROL,Red Deer,0G30,ARC Resources Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/30/1997 12:00:00 AM,,,,,,,,Crude Oil,5,2.5,m3,,,,,,,,,,,,,"(51.858667, -114.62465)"
September 27 1997,19973625,Conversion,Conversion,Mechanical Damage,Release,04-15-031-23W4,0,0,4,15,31,23,4,28330,Well Licence,September 27 1997,12/01/1997 12:00:00 AM,Gas Well,GPINE,Red Deer,0BP8,Penn West Petroleum Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,12/01/1997 12:00:00 AM,,,,,,,,Crude Oil,0.1,0,m3,,,,,,,,,,,,,"(51.650683, -113.191117)"
September 27 1997,19973020,Conversion,Conversion,Stuffing Box,Release,11-01-085-10W5,0,0,11,1,85,10,5,175809,Well Licence,September 27 1997,11/19/1997 12:00:00 AM,Oil Well,LOON,St. Albert,246,Petro-Canada,Crown Slave Lake,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,11/19/1997 12:00:00 AM,,,,,,,,Crude Oil,2.5,1,m3,Salt/Produced Water,3.5,2,m3,,,,,,,,,"(56.3429, -115.441067)"
September 27 1997,19973308,Conversion,Conversion,Metal Fatigue,Release,03-25-042-03W4,0,0,3,25,42,3,4,94582,Well Licence,September 27 1997,11/10/1997 12:00:00 AM,Service Well,CHAUVINS,Wainwright,39,Talisman Energy Inc.,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,11/10/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,60,54,m3,,,,,,,,,,,,,"(52.639283, -110.30795)"
September 26 1997,19973305,Conversion,Conversion,Metal Fatigue,Release,09-14-048-09W4,0,0,9,14,48,9,4,54958,Well Licence,September 26 1997,10/10/1997 12:00:00 AM,Service Well,VIK-KINS,Wainwright,26,Encana Corporation,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/10/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,70,60,m3,,,,,,,,,,,,,"(53.14125, -111.202683)"
September 25 1997,19973400,Conversion,Conversion,Unknown,Release,10-36-075-10W5,0,0,10,36,75,10,5,30121,Well Licence,September 25 1997,09/30/1999 12:00:00 AM,Crude Oil Group Battery,SALTCK,St. Albert,0D24,Prince Resource Corporation,Crown Slave Lake,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/30/1999 12:00:00 AM,,,,,,,,Crude Oil,5,0,m3,,,,,,,,,,,,,"(55.543083, -115.40815)"
September 25 1997,19973179,Conversion,Conversion,Valve Failure,Release,10-31-057-21W4,0,0,10,31,57,21,4,B0002888 ,Well Licence,September 25 1997,09/25/1997 12:00:00 AM,Oil Well,REDWATER,St. Albert,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/25/1997 12:00:00 AM,,,,,,,,Crude Oil,1,1,m3,Salt/Produced Water,1,1,m3,,,,,,,,,"(53.972517, -113.109083)"
September 25 1997,19973115,Conversion,Conversion,Blowout,Release,10-14-110-06W6,0,0,10,14,110,6,6,31990,Well Licence,September 25 1997,05/26/1998 12:00:00 AM,Suspended Well,RAINBOW,Grande Prairie,57,ExxonMobil Canada Ltd.,Crown Footner Lake,Yes,No,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,05/26/1998 12:00:00 AM,,,,,,,,Gas Production (Raw),481,0,103m3,Salt/Produced Water,250,220,m3,,,,,,,,,"(58.552417, -118.8757)"
September 25 1997,19973163,Conversion,Conversion,Tank Overflow,Release,12-22-070-04W4,0,0,12,22,70,4,4,189715,Well Licence,September 25 1997,09/28/1997 12:00:00 AM,Oil Well,FISHER,Bonnyville,0R61,Alberta Energy Company Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/28/1997 12:00:00 AM,,,,,,,,Crude Oil,5,5,m3,,,,,,,,,,,,,"(55.07655, -110.536383)"
September 23 1997,19972984,Conversion,Conversion,Tank Overflow,Release,06-16-057-03W4,0,0,6,16,57,3,4,161782,Well Licence,September 23 1997,09/24/1997 12:00:00 AM,Oil Well,LIND,Bonnyville,0R46,Husky Oil Operations Limited,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/24/1997 12:00:00 AM,,,,,,,,Crude Oil,4,3,m3,,,,,,,,,,,,,"(53.923783, -110.392433)"
September 23 1997,19973401,Conversion,Conversion,Operator Error,Release,06-29-071-10W5,0,0,6,29,71,10,5,111657,Well Licence,September 23 1997,08/12/1999 12:00:00 AM,Crude Oil Group Battery,SWANH,St. Albert,0D24,Prince Resource Corporation,Crown Slave Lake,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/12/1999 12:00:00 AM,,,,,,,,Crude Oil,4,0,m3,,,,,,,,,,,,,"(55.1762, -115.5048)"
September 22 1997,19972973,Conversion,Conversion,Metal Fatigue,Release,10-20-040-12W4,0,0,10,20,40,12,4,158626,Well Licence,September 22 1997,09/23/1997 12:00:00 AM,Service Well,PROVOST,Wainwright,0XH7,Atlas Energy Ltd.,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/23/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,15,10,m3,,,,,,,,,,,,,"(52.457483, -111.693267)"
September 22 1997,19972982,Conversion,Conversion,Stuffing Box,Release,06-11-067-10W5,0,0,6,11,67,10,5,78055,Well Licence,September 22 1997,11/18/1997 12:00:00 AM,Oil Well,SWANH,St. Albert,6,Home Oil Company Limited,Crown Slave Lake,Yes,No,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,11/18/1997 12:00:00 AM,,,,,,,,Crude Oil,1,0,m3,Salt/Produced Water,0.5,0,m3,,,,,,,,,"(54.783233, -115.415533)"
September 22 1997,19972985,Conversion,Conversion,Tank Leak,Release,08-16-082-07W6,0,0,8,16,82,7,6,168325,Well Licence,September 22 1997,09/22/1997 12:00:00 AM,Gas Well,BLUEB,Grande Prairie,39,Talisman Energy Inc.,Crown Public Lands,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/22/1997 12:00:00 AM,,,,,,,,Process Water,11,11,m3,,,,,,,,,,,,,"(56.10695, -119.022033)"
September 21 1997,19973047,Conversion,Conversion,Separator,Release,12-35-010-18W4,0,0,12,35,10,18,4,202869,Well Licence,September 21 1997,09/21/1997 12:00:00 AM,Oil Well,TURIN,Medicine Hat,0WX6,Belair Energy Corporation,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/21/1997 12:00:00 AM,,,,,,,,Crude Oil,0.9,0,m3,,,,,,,,,,,,,"(49.867567, -112.350117)"
September 20 1997,19972986,Conversion,Conversion,Operator Error,Release,06-22-058-06W5,0,0,6,22,58,6,5,166534,Well Licence,September 20 1997,09/20/1997 12:00:00 AM,Sweet Drilling Well,HELDAR,St. Albert,226,Nexen Inc.,Freehold Private Lands,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/20/1997 12:00:00 AM,,,,,,,,Condensate,2,2,m3,Salt/Produced Water,2,2,m3,,,,,,,,,"(54.026117, -114.811167)"
September 19 1997,19973176,Conversion,Conversion,Tank Leak,Release,10-07-051-25W4,0,0,10,7,51,25,4,B0002464 ,Well Licence,September 19 1997,10/14/1997 12:00:00 AM,Crude Oil Group Battery,LEDUC-WB,ST. ALBERT,36,Legal Oil & Gas Ltd.,Freehold Private Lands,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/14/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,1,1,m3,Crude Oil,6,6,m3,,,,,,,,,"(53.390417, -113.6734)"
September 19 1997,19972974,Conversion,Conversion,Casing Valve,Release,14-24-048-09W4,0,0,14,24,48,9,4,55646,Well Licence,September 19 1997,09/19/1997 12:00:00 AM,Oil Well,VIK-KINS,Wainwright,26,Encana Corporation,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/19/1997 12:00:00 AM,,,,,,,,Crude Oil,0.2,0.2,m3,,,,,,,,,,,,,"(53.159283, -111.19045)"
September 19 1997,19972980,Conversion,Conversion,Stuffing Box,Release,02-27-119-07W6,0,0,2,27,119,7,6,39989,Well Licence,September 19 1997,07/16/1998 12:00:00 AM,Oil Well,SHEKILIE,Grande Prairie,0FW6,ConocoPhillips Canada Resources Corp.,Crown Footner Lake,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,07/16/1998 12:00:00 AM,,,,,,,,Crude Oil,4,3,m3,Salt/Produced Water,10,9,m3,,,,,,,,,"(59.359133, -119.103733)"
September 16 1997,19973022,Conversion,Conversion,Erosion,Release,05-09-057-01W4,0,0,5,9,57,1,4,188952,Well Licence,September 16 1997,09/24/1997 12:00:00 AM,Miscellaneous,JOHNLK,Bonnyville,0KY3,Texaco Canada Petroleum Inc.,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/24/1997 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),2,0,m3,,,,,,,,,,,,,"(53.909033, -110.101583)"
September 11 1997,19972896,Conversion,Conversion,Line Failure,Release,10-03-065-19W5,0,0,10,3,65,19,5,20508,Well Licence,September 11 1997,09/12/1997 12:00:00 AM,Service Well,KAYBOB,St. Albert,45,Chevron Canada Limited,Crown Whitecourt,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/12/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,5,5,m3,,,,,,,,,,,,,"(54.598033, -116.7832)"
September 10 1997,19972898,Conversion,Conversion,Operator Error,Release,06-27-026-01W5,0,0,6,27,26,1,5,45915,Well Licence,September 10 1997,09/10/1997 12:00:00 AM,Gas Well,CROSS,Midnapore,60,BP Canada Energy Company,,No,No,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,09/10/1997 12:00:00 AM,,,,,,,,Gas Production (Raw),5.3,0,103m3,,,,,,,,,,,,,"(51.247083, -114.062717)"
September 10 1997,19972954,Conversion,Conversion,Flange Loose,Release,12-30-066-10W5,0,0,12,30,66,10,5,17827,Well Licence,September 10 1997,11/18/1997 12:00:00 AM,Service Well,SWANH,St. Albert,0BL1,ConocoPhillips Canada (BRC) Ltd.,Crown Whitecourt,Yes,No,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,11/18/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,500,0,m3,,,,,,,,,,,,,"(54.7432, -115.510417)"
September 09 1997,19973071,Conversion,Conversion,Equipment Failure,Release,12-31-021-25W4,0,0,12,31,21,25,4,178605,Well Licence,September 09 1997,09/09/1997 12:00:00 AM,Oil Well,STRATH,Midnapore,26,Encana Corporation,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/09/1997 12:00:00 AM,,,,,,,,Crude Oil,1,0.9,m3,Salt/Produced Water,2,1.9,m3,,,,,,,,,"(50.8288, -113.464583)"
September 08 1997,19972757,Conversion,Conversion,Stuffing Box,Release,02-14-050-26W4,0,0,2,14,50,26,4,101858,Well Licence,September 08 1997,09/17/1997 12:00:00 AM,Oil Well,LEDUC-WB,St. Albert,0T65,Devon Aog Corporation,Freehold Private Lands,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/17/1997 12:00:00 AM,,,,,,,,Crude Oil,0.2,0.1,m3,,,,,,,,,,,,,"(53.31045, -113.692783)"
September 07 1997,19973001,Conversion,Conversion,Equipment Failure,Release,08-11-036-21W4,0,0,8,11,36,21,4,99797,Well Licence,September 07 1997,09/07/1997 12:00:00 AM,Service Well,FENNW,Red Deer,0NL1,Bearspaw Petroleum Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/07/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,17,17,m3,,,,,,,,,,,,,"(52.075583, -112.889083)"
September 07 1997,19972744,Conversion,Conversion,Line Failure,Release,02-22-041-12W4,0,0,2,22,41,12,4,119947,Well Licence,September 07 1997,01/01/1998 12:00:00 AM,Service Well,BELL,Wainwright,0BP8,Penn West Petroleum Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,01/01/1998 12:00:00 AM,,,,,,,,Salt/Produced Water,90,85,m3,,,,,,,,,,,,,"(52.5376, -111.645283)"
September 07 1997,19972759,Conversion,Conversion,Stuffing Box,Release,09-03-094-02W5,0,0,9,3,94,2,5,203379,Well Licence,September 07 1997,09/08/1997 12:00:00 AM,Oil Well,SENEX,St. Albert,0FW6,ConocoPhillips Canada Resources Corp.,Crown Slave Lake,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/08/1997 12:00:00 AM,,,,,,,,Crude Oil,7,7,m3,Salt/Produced Water,1,1,m3,,,,,,,,,"(57.128417, -114.2202)"
September 05 1997,19972863,Conversion,Conversion,Equipment Failure,Release,06-25-057-05W4,0,0,6,25,57,5,4,188467,Well Licence,September 05 1997,09/12/1997 12:00:00 AM,Oil Well,LIND,Bonnyville,0TM2,Cannat Resources Inc.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/12/1997 12:00:00 AM,,,,,,,,Crude Oil,15,15,m3,,,,,,,,,,,,,"(53.952983, -110.6147)"
September 02 1997,19972746,Conversion,Conversion,Flange Loose,Release,07-21-038-01W4,0,0,7,21,38,1,4,109683,Well Licence,September 02 1997,09/02/1997 12:00:00 AM,Oil Well,PROVOST,Wainwright,26,Encana Corporation,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/02/1997 12:00:00 AM,,,,,,,,Crude Oil,0.8,0.8,m3,Salt/Produced Water,39.2,30.2,m3,,,,,,,,,"(52.278917, -110.08525)"
September 02 1997,19972735,Conversion,Conversion,Operator Error,Release,15-14-059-03W4,0,0,15,14,59,3,4,202945,Well Licence,September 02 1997,09/02/1997 12:00:00 AM,Oil Well,CHANDLER,Bonnyville,0TM2,Cannat Resources Inc.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/02/1997 12:00:00 AM,,,,,,,,Crude Oil,10,10,m3,Salt/Produced Water,20,20,m3,,,,,,,,,"(54.105667, -110.339767)"
August 29 1997,19972734,Conversion,Conversion,Tank Overflow,Release,10-12-058-13W4,0,0,10,12,58,13,4,171264,Well Licence,August 29 1997,08/29/1997 12:00:00 AM,Gas Well,STRY,Bonnyville,0PY9,Samson Calahoo Petroleum Ltd.,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/29/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,0.2,0,m3,,,,,,,,,,,,,"(54.0004, -111.796267)"
August 27 1997,19972693,Conversion,Conversion,Metal Fatigue,Release,10-10-067-18W5,0,0,10,10,67,18,5,26734,Well Licence,August 27 1997,10/03/1997 12:00:00 AM,Oil Well,GOOSER,Grande Prairie,2,Gulf Canada Limited,Crown Public Lands,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/03/1997 12:00:00 AM,,,,,,,,Process Water,4,4,m3,,,,,,,,,,,,,"(54.786783, -116.654733)"
August 27 1997,19972701,Conversion,Conversion,Tubing Stripping,Release,09-16-052-26W4,0,0,9,16,52,26,4,25213,Well Licence,August 27 1997,08/27/1997 12:00:00 AM,Oil Well,YEKAU,St. Albert,0HZ2,CNPC International (Canada) Ltd.,Freehold Private Lands,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/27/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,1,1,m3,,,,,,,,,,,,,"(53.492183, -113.765733)"
August 26 1997,19972766,Conversion,Conversion,Storage Tank,Release,07-23-050-02W4,0,0,7,23,50,2,4,181126,Well Licence,August 26 1997,08/27/1997 12:00:00 AM,Oil Well,LLOYD,Wainwright,0TM2,Cannat Resources Inc.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/27/1997 12:00:00 AM,,,,,,,,Crude Oil,3,3,m3,Salt/Produced Water,2,2,m3,,,,,,,,,"(53.326733, -110.185383)"
August 25 1997,19972678,Conversion,Conversion,Line Failure,Release,02-16-064-19W5,0,0,2,16,64,19,5,17414,Well Licence,August 25 1997,10/02/1997 12:00:00 AM,Service Well,KAYBOB,St. Albert,45,Chevron Canada Limited,Crown Whitecourt,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,10/02/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,27,25,m3,,,,,,,,,,,,,"(54.532483, -116.808383)"
August 23 1997,19973023,Conversion,Conversion,Equipment Failure,Release,03-32-055-06W4,0,0,3,32,55,6,4,103817,Well Licence,August 23 1997,09/24/1997 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/24/1997 12:00:00 AM,,,,,,,,Crude Oil,30,30,m3,,,,,,,,,,,,,"(53.789433, -110.862083)"
August 22 1997,19972674,Conversion,Conversion,Rod Failure,Release,02-34-040-01W4,0,0,2,34,40,1,4,84427,Well Licence,August 22 1997,08/22/1997 12:00:00 AM,Oil Well,HAYTER,Wainwright,31,Anadarko Canada Corporation,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/22/1997 12:00:00 AM,,,,,,,,Crude Oil,1,0.5,m3,Salt/Produced Water,1,0.5,m3,,,,,,,,,"(52.479017, -110.061917)"
August 22 1997,19972656,Conversion,Conversion,Equipment Failure,Release,04-32-069-09W5,0,0,4,32,69,9,5,25906,Well Licence,August 22 1997,09/10/1997 12:00:00 AM,Service Well,SWANH,St. Albert,0JL8,Apache Canada Ltd.,Crown Whitecourt,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,09/10/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,32,32,m3,,,,,,,,,,,,,"(55.012317, -115.345733)"
August 20 1997,19973042,Conversion,Conversion,Equipment Failure,Release,06-24-030-01W4,0,0,6,24,30,1,4,130587,Well Licence,August 20 1997,08/28/1997 12:00:00 AM,Crude Oil Group Battery,ANTLOP,Medicine Hat,0KR3,Northrock Resources Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/28/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,0.6,0.4,m3,Crude Oil,4,3.5,m3,,,,,,,,,"(51.5811, -110.019617)"
August 20 1997,19972618,Conversion,Conversion,Livestock Or Wildlife,Release,04-12-037-07W4,0,0,4,12,37,7,4,33108,Well Licence,August 20 1997,08/20/1997 12:00:00 AM,Oil Well,PROVOST,Wainwright,0NA9,Sanford Petroleum Ltd.,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/20/1997 12:00:00 AM,,,,,,,,Crude Oil,1,1,m3,Salt/Produced Water,9,1,m3,,,,,,,,,"(52.1591, -110.882917)"
August 19 1997,19972638,Conversion,Conversion,Operator Error,Release,07-07-062-09W4,0,0,7,7,62,9,4,174128,Well Licence,August 19 1997,08/20/1997 12:00:00 AM,Gas Well,SUGDEN,Bonnyville,60,BP Canada Energy Company,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/20/1997 12:00:00 AM,,,,,,,,Lubricants,0.1,0.1,m3,,,,,,,,,,,,,"(54.345817, -111.33785)"
August 19 1997,19972762,Conversion,Conversion,Tank Leak,Release,15-20-050-03W4,0,0,15,20,50,3,4,199469,Well Licence,August 19 1997,08/19/1997 12:00:00 AM,Suspended Well,LLOYD,Wainwright,0TH2,Provident Energy Ltd.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/19/1997 12:00:00 AM,,,,,,,,Crude Oil,0.5,0.5,m3,,,,,,,,,,,,,"(53.333917, -110.404567)"
August 18 1997,19972634,Conversion,Conversion,Operator Error,Release,06-22-062-07W4,0,0,6,22,62,7,4,21913,Well Licence,August 18 1997,08/19/1997 12:00:00 AM,Gas Well,FORSYTH,Bonnyville,39,Talisman Energy Inc.,,Yes,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/19/1997 12:00:00 AM,,,,,,,,Salt/Produced Water,2.8,0,m3,,,,,,,,,,,,,"(54.375, -110.9708)"
August 18 1997,19972657,Conversion,Conversion,Line Failure,Release,06-02-076-25W4,0,0,6,2,76,25,4,23667,Well Licence,August 18 1997,08/18/1997 12:00:00 AM,Gas Well,MARTENH,St. Albert,60,BP Canada Energy Company,Crown Slave Lake,No,No,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,08/18/1997 12:00:00 AM,,,,,,,,Gas Production (Raw),50,0,103m3,,,,,,,,,,,,,"(55.553583, -113.774067)"
August 17 1997,19972596,Conversion,Conversion,Operator Error,Release,16-10-060-04W4,0,0,16,10,60,4,4,223847,Well Licence,August 17 1997,08/18/1997 12:00:00 AM,Oil Well,CHARLK,Bonnyville,0TM2,Cannat Resources Inc.,,No,No,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,08/18/1997 12:00:00 AM,,,,,,,,Crude Oil,1,0,m3,Salt/Produced Water,2,0,m3,,,,,,,,,"(54.178417, -110.5085)"
August 15 1997,19972607,Conversion,Conversion,Tank Overflow,Release,13-17-077-08W6,0,0,13,17,77,8,6,192968,Well Licence,August 15 1997,08/18/1997 12:00:00 AM,Gas Well,PROGRESS,Grande Prairie,0P34,Enermark Inc.,Crown Grande Prairie,Yes,No,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,08/18/1997 12:00:00 AM,,,,,,,,Crude Oil,5,0,m3,,,,,,,,,,,,,"(55.677483, -119.212483)"
